1;54908100;60357361;65966884
2;56881764;58583716;64866916
3;56490256;57471561;62031376
4;57942544;57760000;62062884
5;55234624;56821444;62283664
6;55413136;56520324;60466176
7;54257956;55860676;60497284
8;54908100;55517401;59197636
9;54582544;55890576;60031504
10;54257956;55502500;59660176
11;53963716;55428025;59629284
12;53465344;55026724;59629284
13;53436100;55428025;59413264
14;53436100;55308969;61685316
15;53436100;55011889;59290000
16;53465344;54538225;58461316
17;53436100;54154881;59598400
18;53260804;54331641;59598400
19;52736644;54552996;60093504
20;52765696;53304601;58369600
21;52215076;53597041;56911936
22;52070656;53202436;58675600
23;52041796;53626329;58583716
24;51351556;52983841;59691076
25;51351556;52461049;55086084
26;51122500;52403121;56640676
27;51122500;52200625;57244356
28;50836900;52272900;57668836
29;50722884;52490025;57760000
30;50951044;51984100;59382436
31;50637456;52027369;56550400
32;50836900;51768025;56160036
33;50836900;51595489;57760000
34;50637456;51552400;56280004
35;50438404;51308569;58369600
36;50637456;52041796;56580484
37;50438404;51811204;55413136
38;50438404;51710481;56220004
39;50126400;51868804;58400164
40;50410000;51940849;59876644
41;50580544;51969681;57668836
42;50296464;51051025;55800900
43;50211396;51337225;57304900
44;50183056;50979600;56160036
45;50183056;50922496;56010256
46;50211396;50922496;53728900
47;49843600;50594769;55920484
48;49843600;50765625;54789604
49;49730704;50452609;56670784
50;49730704;50794129;57183844
51;49646116;50779876;57032704
52;49589764;51380224;57426084
53;49730704;50879689;55771024
54;49561600;50353216;56190016
55;49561600;50168889;55353600
56;49308484;51365889;57668836
57;49561600;50580544;56310016
58;49392784;50296464;56340036
59;49392784;50055625;52881984
60;49392784;50438404;55383364
61;49392784;50395801;55353600
62;49392784;50225569;56340036
63;49364676;50027329;54671236
64;49392784;49970761;56310016
65;49364676;49815364;55175184
66;49252324;50041476;56520324
67;49252324;49970761;56280004
68;49252324;49646116;55264356
69;49308484;49716601;53202436
70;49196196;50027329;55621764
71;49196196;49956624;55264356
72;49140100;49716601;55890576
73;49140100;49871844;53260804
74;49140100;49843600;54641664
75;49140100;50013184;55502500
76;49140100;49646116;55681444
77;49140100;49773025;53260804
78;49140100;49603849;55651600
79;49028004;49660209;55442916
80;49028004;49928356;54878464
81;49028004;49603849;54760000
82;49028004;49871844;55950400
83;49028004;49914225;55950400
84;49028004;49787136;54405376
85;49028004;49434961;53816896
86;49028004;49463089;52215076
87;49028004;49378729;52446564
88;49028004;49688401;56881764
89;49028004;49505296;55086084
90;49028004;49308484;55264356
91;48916036;49843600;56460196
92;49000000;49491225;56400100
93;49000000;50083929;55383364
94;49000000;49603849;53846244
95;49000000;49730704;53290000
96;49000000;49491225;54789604
97;49000000;49773025;54878464
98;49000000;49266361;55472704
99;49000000;49336576;55264356
100;49000000;49646116;54878464
