1;31854736;35760400;40297104
2;33246756;34316164;37625956
3;33872400;34070569;36360900
4;33315984;33709636;35784324
5;32626944;33489369;36844900
6;32376100;33246756;35450116
7;32558436;33143049;36144144
8;32058244;32878756;36457444
9;32058244;33051001;35640900
10;32080896;32787076;35617024
11;31922500;32376100;34082244
12;32012964;32421636;34715664
13;31922500;32160241;33779344
14;31696900;32171584;33593616
15;31561924;32069569;34175716
16;31404816;31787044;33802596
17;31069476;31719424;34152336
18;31069476;31843449;34128964
19;30980356;31618129;34316164
20;31069476;31584400;34175716
21;30980356;31315216;33547264
22;30980356;31483321;34857216
23;30891364;31416025;34199104
24;30913600;31404816;33177600
25;30846916;31696900;34928100
26;30846916;31438449;34928100
27;30780304;31248100;33942276
28;30713764;31192225;34692100
29;30713764;31147561;33454656
30;30514576;30969225;33942276
31;30514576;30902481;32058244
32;30514576;31102929;33524100
33;30514576;30969225;33454656
34;30514576;30924721;33200644
35;30514576;30935844;32718400
36;30360100;30813601;33918976
37;30360100;30735936;33177600
38;30250000;30858025;34292736
39;30272004;30780304;34433424
40;30250000;30569841;32970564
41;30272004;30691600;32970564
42;30184036;30536676;33849124
43;30162064;30913600;34316164
44;30162064;30547729;33965584
45;30162064;30415225;35212356
46;30162064;30747025;33895684
47;30162064;30360100;32444416
48;30162064;30603024;33454656
49;30162064;30481441;33408400
50;30162064;30371121;33085504
51;30162064;30558784;33362176
52;30162064;30316036;34012224
53;30162064;30514576;32764176
54;30118144;30713764;34012224
55;30162064;30349081;33895684
56;30162064;30371121;32901696
57;30162064;30591961;34105600
58;30162064;30470400;34269316
59;30162064;30393169;32148900
60;30162064;30525625;33431524
61;30162064;30393169;33408400
62;30162064;30658369;34880836
63;30118144;30426256;33640000
64;30162064;30316036;34245904
65;30162064;30702681;34012224
66;30118144;30448324;33895684
67;30118144;30492484;33872400
68;30118144;30514576;32171584
69;30118144;30437289;33292900
70;30118144;30448324;32535616
71;30118144;31002624;34152336
72;30118144;30536676;33779344
73;30118144;30382144;33454656
74;30118144;30283009;34480384
75;30118144;30448324;34480384
76;30118144;30338064;33802596
77;30118144;30591961;34857216
78;30118144;30382144;34152336
79;30118144;30525625;34480384
80;30118144;30250000;32398864
81;30118144;30536676;33872400
82;30118144;30404196;34105600
83;30118144;30261001;32993536
84;30118144;30514576;34105600
85;30118144;30536676;34245904
86;30118144;30261001;33802596
87;30118144;30393169;33802596
88;30118144;30481441;33802596
89;30118144;30415225;34152336
90;30118144;30647296;34715664
91;30074256;30261001;31899904
92;30074256;30514576;33408400
93;30074256;30426256;34480384
94;30074256;30591961;34269316
95;30074256;30525625;34105600
96;30074256;30547729;33779344
97;30074256;30349081;36747844
98;30074256;30239001;32307856
99;30074256;30294016;33131536
100;30030400;30272004;34175716
