1;7512;7762;8170
2;7446;7757;8134
3;7446;7737;8140
4;7424;7744;8140
5;7424;7732;8038
6;7386;7715;7996
7;7448;7737;8060
8;7448;7761;8168
9;7448;7771;7992
10;7458;7785;8162
11;7430;7771;8158
12;7360;7724;8062
13;7360;7720;8110
14;7374;7730;8078
15;7334;7741;8094
16;7386;7730;8094
17;7418;7742;8072
18;7412;7762;8096
19;7460;7749;8064
20;7380;7751;8064
21;7414;7756;8002
22;7518;7779;8026
23;7458;7784;8074
24;7468;7768;8074
25;7404;7769;8118
26;7386;7752;8054
27;7266;7730;7972
28;7404;7746;8000
29;7404;7719;8022
30;7382;7706;8056
31;7380;7690;8012
32;7404;7685;8034
33;7338;7701;7976
34;7338;7707;7978
35;7328;7703;7984
36;7328;7714;7996
37;7320;7712;7968
38;7356;7683;8042
39;7454;7689;8032
40;7500;7711;8032
41;7420;7711;7978
42;7458;7717;7962
43;7360;7742;7958
44;7432;7742;8020
45;7434;7755;8016
46;7426;7759;8050
47;7412;7727;7962
48;7456;7746;8100
49;7500;7738;8010
50;7450;7734;7984
51;7448;7750;7990
52;7456;7744;8002
53;7442;7726;8072
54;7520;7736;8106
55;7510;7736;8100
56;7406;7730;8056
57;7414;7729;8128
58;7414;7717;7986
59;7478;7746;8108
60;7494;7753;8158
61;7438;7749;8022
62;7462;7743;8098
63;7464;7759;8038
64;7510;7742;8048
65;7396;7762;8048
66;7388;7746;7988
67;7396;7748;8006
68;7396;7740;8082
69;7338;7743;8054
70;7412;7745;7964
71;7416;7749;8024
72;7416;7741;8096
73;7416;7726;8038
74;7416;7749;8068
75;7392;7751;8000
76;7388;7742;8058
77;7394;7773;8112
78;7458;7773;8112
79;7458;7774;8064
80;7482;7771;8038
81;7500;7779;8094
82;7486;7764;8106
83;7486;7769;8062
84;7462;7769;8086
85;7528;7775;8098
86;7528;7779;8084
87;7450;7801;8044
88;7512;7783;8120
89;7544;7781;8078
90;7554;7783;8056
91;7458;7779;8052
92;7446;7782;8148
93;7506;7766;8010
94;7506;7770;8068
95;7506;7768;8138
96;7490;7768;7994
97;7410;7754;8034
98;7444;7735;8172
99;7486;7740;8030
100;7486;7740;8050
