1;1752;1885;2016
2;1742;1878;2000
3;1742;1878;1980
4;1750;1873;2006
5;1764;1877;1978
6;1742;1882;1994
7;1732;1881;2002
8;1732;1884;1998
9;1744;1884;2012
10;1748;1883;2028
11;1760;1879;2004
12;1752;1879;2004
13;1758;1881;1998
14;1760;1882;2020
15;1738;1894;2020
16;1792;1889;2020
17;1786;1890;2020
18;1758;1889;2026
19;1774;1891;2026
20;1768;1888;2026
21;1760;1890;2006
22;1770;1895;2006
23;1800;1900;2006
24;1792;1906;2000
25;1816;1907;2012
26;1802;1906;2008
27;1776;1898;1996
28;1760;1893;2000
29;1768;1889;1996
30;1768;1874;1990
31;1750;1878;2006
32;1770;1879;1998
33;1770;1890;2006
34;1750;1887;1976
35;1774;1889;2018
36;1774;1886;2000
37;1798;1891;1996
38;1806;1891;1998
39;1792;1891;1996
40;1802;1894;1992
41;1806;1891;2004
42;1806;1889;2008
43;1782;1893;1974
44;1752;1894;2020
45;1752;1893;2000
46;1806;1892;2026
47;1804;1899;1978
48;1796;1900;1986
49;1768;1902;2008
50;1780;1908;2008
51;1780;1898;2008
52;1810;1894;2016
53;1766;1896;1994
54;1814;1893;1982
55;1802;1893;1982
56;1780;1889;1988
57;1780;1894;2004
58;1796;1893;2016
59;1774;1891;1986
60;1784;1888;1966
61;1784;1882;1972
62;1790;1886;1988
63;1790;1889;2000
64;1782;1888;2000
65;1804;1902;2006
66;1780;1900;2016
67;1780;1893;2000
68;1786;1892;1988
69;1824;1900;2000
70;1814;1899;2000
71;1814;1906;1998
72;1778;1900;2032
73;1790;1899;1990
74;1766;1890;1996
75;1800;1894;1990
76;1806;1899;2036
77;1782;1898;2012
78;1784;1902;2020
79;1784;1899;2002
80;1770;1894;2014
81;1800;1889;2008
82;1778;1888;2008
83;1790;1894;2002
84;1750;1900;2002
85;1746;1898;2022
86;1764;1900;2010
87;1746;1908;2022
88;1746;1899;2012
89;1798;1905;2012
90;1800;1896;2014
91;1804;1906;2014
92;1748;1900;2000
93;1748;1893;2014
94;1776;1887;1982
95;1790;1888;2022
96;1804;1896;2022
97;1792;1898;2016
98;1780;1889;2016
99;1780;1886;2016
100;1740;1881;1994
