1;33315984;35964009;38638656
2;33315984;34633225;37724164
3;33431524;34164025;37015056
4;33246756;33732864;38365636
5;32718400;33698025;35976004
6;31696900;33212169;35426304
7;31719424;33339076;36385024
8;31696900;33085504;36554116
9;31696900;32764176;36360900
10;31024900;32239684;34574400
11;31024900;31787044;34715664
12;30448324;31696900;34175716
13;30360100;31382404;34550884
14;30360100;30969225;34550884
15;30316036;31024900;33918976
16;30272004;30735936;34857216
17;30272004;31125241;34035556
18;30074256;31169889;34175716
19;30074256;30547729;34880836
20;29942784;30647296;33988900
21;29942784;30569841;33942276
22;29942784;30514576;33663204
23;29920900;30669444;33454656
24;29942784;30503529;32376100
25;29920900;30492484;33131536
26;29920900;30349081;32695524
27;29920900;30338064;33616804
28;29855296;30470400;33686416
29;29833444;30206016;32535616
30;29833444;30503529;33616804
31;29833444;30184036;32672656
32;29833444;30162064;33315984
33;29680704;30140100;33477796
34;29833444;30107169;32832900
35;29833444;30184036;32764176
36;29767936;30140100;33616804
37;29767936;30162064;33570436
38;29767936;30096196;32832900
39;29702500;30151081;33062500
40;29702500;30305025;33200644
41;29702500;30283009;33223696
42;29702500;30228004;33570436
43;29702500;30151081;33616804
44;29702500;30085225;33339076
45;29658916;29855296;32376100
46;29702500;29953729;31741956
47;29702500;30360100;32741284
48;29658916;30052324;32741284
49;29658916;29822521;32307856
50;29658916;30272004;33200644
51;29658916;30096196;33942276
52;29658916;30140100;32695524
53;29658916;29953729;33385284
54;29658916;30195025;32649796
55;29658916;29975625;33154564
56;29658916;29833444;33177600
57;29658916;29855296;32695524
58;29658916;29931841;32741284
59;29658916;29942784;34833604
60;29658916;29844369;32444416
61;29658916;29899024;33292900
62;29658916;29997529;33385284
63;29550096;29975625;32421636
64;29550096;29877156;32376100
65;29550096;29975625;32741284
66;29550096;29855296;32695524
67;29550096;30217009;33292900
68;29528356;29899024;32171584
69;29550096;29844369;31945104
70;29528356;29669809;30824704
71;29528356;29778849;32626944
72;29528356;29899024;32649796
73;29528356;30063289;32376100
74;29528356;29964676;32832900
75;29528356;29691601;31719424
76;29528356;29909961;33200644
77;29528356;30118144;33016516
78;29528356;29964676;33500944
79;29528356;30052324;32307856
80;29528356;29757025;33016516
81;29528356;29899024;33200644
82;29528356;29855296;33454656
83;29528356;29942784;34692100
84;29528356;29713401;33200644
85;29528356;29833444;31651876
86;29528356;29986576;34269316
87;29528356;29757025;33154564
88;29528356;29909961;33016516
89;29528356;29920900;33779344
90;29528356;29822521;33200644
91;29528356;29899024;33223696
92;29528356;29691601;32444416
93;29528356;29800681;33200644
94;29528356;29735209;33200644
95;29528356;29702500;32058244
96;29528356;29855296;32604100
97;29528356;29920900;33200644
98;29528356;29855296;32330596
99;29528356;29822521;33200644
100;29528356;29800681;34012224
