1;32672656;35832196;38987536
2;32330596;34597924;38440000
3;31832164;33582025;35904064
4;32741284;33907329;37576900
5;32764176;33350625;37503376
6;31337604;32718400;35070084
7;31047184;32216976;35236096
8;31494544;32137561;35212356
9;31136400;31832164;33988900
10;30735936;31606884;35141184
11;30735936;31956409;34715664
12;30780304;31371201;34058896
13;30426256;31360000;33362176
14;30558784;31169889;34269316
15;30514576;31002624;33408400
16;30514576;30991489;34786404
17;30382144;30935844;34409956
18;30382144;31248100;33965584
19;30250000;30769209;33154564
20;30206016;30558784;33200644
21;30096196;30625156;33108516
22;30118144;30702681;33200644
23;30118144;30591961;33385284
24;30096196;30514576;31787044
25;30074256;30338064;33454656
26;29964676;30437289;35976004
27;29724304;30272004;34621456
28;29724304;30514576;34668544
29;29920900;30426256;32718400
30;29724304;30338064;34035556
31;29724304;30470400;33339076
32;29593600;30382144;33477796
33;29593600;30426256;32855824
34;29593600;30184036;32307856
35;29658916;30107169;33039504
36;29593600;30140100;33686416
37;29593600;30052324;31899904
38;29593600;29778849;32421636
39;29593600;29920900;32126224
40;29593600;29909961;32512804
41;29593600;29975625;33454656
42;29593600;29800681;32307856
43;29593600;29920900;33454656
44;29593600;29899024;32307856
45;29593600;29757025;31899904
46;29593600;29746116;33177600
47;29593600;29964676;32947600
48;29593600;29833444;32421636
49;29593600;29866225;31854736
50;29593600;29680704;32080896
51;29593600;29800681;32947600
52;29463184;29920900;35331136
53;29463184;30195025;34339600
54;29463184;29997529;32787076
55;29463184;29931841;33663204
56;29463184;29637136;30980356
57;29463184;30118144;32993536
58;29550096;30074256;32741284
59;29463184;30074256;32444416
60;29419776;30085225;32787076
61;29419776;29975625;32764176
62;29419776;29767936;32855824
63;29419776;29866225;32604100
64;29419776;29931841;32947600
65;29419776;29855296;32035600
66;29419776;29800681;34316164
67;29419776;29811600;34199104
68;29419776;29888089;32718400
69;29419776;29811600;32649796
70;29419776;29931841;32376100
71;29419776;29767936;33339076
72;29419776;30063289;33779344
73;29419776;29778849;31945104
74;29419776;30008484;34810000
75;29419776;29517489;30802500
76;29419776;29844369;34152336
77;29419776;29767936;32330596
78;29419776;29909961;33732864
79;29419776;29888089;34152336
80;29419776;29746116;34152336
81;29419776;29735209;34152336
82;29419776;29789764;33640000
83;29419776;29724304;33269824
84;29419776;29920900;34152336
85;29419776;29767936;31315216
86;29419776;29855296;32809984
87;29419776;29637136;31809600
88;29419776;29888089;34550884
89;29419776;29680704;31674384
90;29376400;29800681;32535616
91;29376400;29604481;32262400
92;29376400;29582721;34433424
93;29376400;30074256;31764496
94;29376400;29964676;33663204
95;29376400;30063289;34152336
96;29376400;29920900;34857216
97;29376400;29702500;32353344
98;29376400;29888089;32103556
99;29376400;29680704;32353344
100;29376400;29582721;32672656
